"Bank of Canada maintains overnight rate target at 1 per cent ","\n            The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1 per cent. The Bank Rate is correspondingly 1 1/4 per cent and the deposit rate is 3/4 per cent.\nThe global economic recovery is entering a new phase. In advanced economies, temporary factors supporting growth in 2010 - such as the inventory cycle and pent-up demand - have largely run their course and fiscal stimulus will shift to fiscal consolidation over the projection horizon. While the Bank expects that private demand in advanced economies will become sufficiently entrenched to sustain the recovery, the combination of difficult labour market dynamics and ongoing deleveraging in many advanced economies is expected to moderate the pace of growth relative to prior expectations. These factors will contribute to a weaker-than-projected recovery in the United States in particular. Growth in emerging-market economies is expected to ease to a more sustainable pace as fiscal and monetary policies are tightened. Heightened tensions in currency markets and related risks associated with global imbalances could result in a more protracted and difficult global recovery.\nThe economic outlook for Canada has changed. The Bank expects the economic recovery to be more gradual than it had projected in its July Monetary Policy Report, with growth of 3.0 per cent in 2010, 2.3 per cent in 2011, and 2.6 per cent in 2012. This more modest growth profile reflects a more gradual global recovery and a more subdued profile for household spending. With housing activity declining markedly as anticipated and household debt considerations becoming more important, the Bank expects household expenditures to decelerate to a pace closer to the rate of income growth over the projection horizon. Overall, the composition of demand in Canada is expected to shift away from government and household expenditures towards business investment and net exports. The strength of net exports will be sensitive to currency movements, the expected recovery in productivity growth, and the prospects for external demand.\nInflation in Canada has been slightly below the Bank’s July projection. The recent moderation in core inflation is consistent with the persistence of significant excess supply and a deceleration in the growth of unit labour costs. The Bank judges that the output gap is slightly larger and that the economy will return to full capacity by the end of 2012 rather than the beginning of that year, as had been anticipated in July. The inflation outlook has been revised down and both total CPI and core inflation are now expected to converge to 2 per cent by the end of 2012, as excess supply in the economy is gradually absorbed and inflation expectations remain well-anchored.\nReflecting all of these factors, the Bank has decided to maintain the target for the overnight rate at 1 per cent. This leaves considerable monetary stimulus in place, consistent with achieving the 2 per cent inflation target in an environment of significant excess supply in Canada.\nAt this time of transition in the global recovery, with a weaker U.S. outlook, constraints beginning to moderate growth in emerging-market economies, and domestic considerations that are expected to slow consumption and housing activity in Canada, any further reduction in monetary policy stimulus would need to be carefully considered.\nInformation note:\nA full update of the Bank’s outlook for the economy and inflation, including risks to the projection, will be published in the MPR on 20 October 2010. The next scheduled date for announcing the overnight rate target is 7 December 2010.\n        "
"Press Releases",""
"Bank of Canada maintains overnight rate target at 1/4 per cent; removes conditional commitment","\n            The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/4 per cent. The Bank Rate is unchanged at 1/2 per cent and the deposit rate is 1/4 per cent.\nGlobal economic growth has been somewhat stronger than projected, with momentum in emerging-market economies increasing noticeably. Exceptional stimulus from monetary and fiscal policies continues to provide important support in many countries. The recovery in the major advanced economies is still expected to be relatively subdued, reflecting ongoing balance sheet adjustments and the gradual withdrawal of fiscal stimulus commencing later this year. Despite recent progress, considerable uncertainty remains about the durability of the global recovery.\nIn Canada, the economic recovery is proceeding somewhat more rapidly than the Bank had projected in its January Monetary Policy Report (MPR). The profile for growth is more front-loaded than that presented in the January MPR. The Bank now projects that the economy will grow by 3.7 per cent in 2010 before slowing to 3.1 per cent in 2011 and 1.9 per cent in 2012.\nThis profile reflects stronger near-term global growth, very strong housing activity in Canada, and the Bank’s assessment that policy stimulus resulted in more expenditures being brought forward in late 2009 and early 2010 than expected. At the same time, the persistent strength of the Canadian dollar, Canada’s poor relative productivity performance, and the low absolute level of U.S. demand will continue to act as significant drags on economic activity in Canada. The Bank expects the economy to return to full capacity in the second quarter of 2011.\nThe outlook for inflation reflects the combined influences of stronger domestic demand, slowing wage growth, and overall excess supply. Core inflation, which has been somewhat firmer than projected in January, is expected to ease slightly in the second quarter of 2010 as the effect of temporary factors dissipates, and to remain near 2 per cent throughout the rest of the projection period. Total CPI inflation is expected to be slightly higher than 2 per cent over the coming year, before returning to the target in the second half of 2011.\nIn response to the sharp, synchronous global recession, the Bank lowered its target rate rapidly over the course of 2008 and early 2009 to its lowest possible level. With its conditional commitment introduced in April 2009, the Bank also provided exceptional guidance on the likely path of its target rate. This unconventional policy provided considerable additional stimulus during a period of very weak economic conditions and major downside risks to the global and Canadian economies. With recent improvements in the economic outlook, the need for such extraordinary policy is now passing, and it is appropriate to begin to lessen the degree of monetary stimulus. The extent and timing will depend on the outlook for economic activity and inflation, and will be consistent with achieving the 2 per cent inflation target.\nIn accordance with the removal of the conditional commitment, there will be no additional term Purchase and Resale Agreements issued by the Bank.\nInformation note:\nA full update of the Bank’s outlook for the economy and inflation, including risks to the projection, will be published in the MPR on 22 April 2010. The next scheduled date for announcing the overnight rate target is 1 June 2010.\n\n        "
"Press Releases",""
"17th Annual Meetings of Gouverneurs des banques centrales des pays francophones","\n            As part of events related to its 75th anniversary, the Bank of Canada hosted the  17th annual meetings of Gouverneurs des banques centrales des pays francophones  in Montréal from 12 to 14 May 2010. In addition to hosting G-7 and G-20 meetings  this year, this forum of central bankers is another example of the spirit of  co-operation and collaboration that Canada brings to the international  community.\nAn initiative organized by the Banque de France in 1994, the meetings of  Gouverneurs des banques centrales des pays francophones are held annually in one  of the member countries of l'Organisation internationale de la francophonie.  This group is composed of 38 central banks representing 54 sovereign countries  (the CBWAS and BCAS represent 14 sub-Saharan African nations). 1\nDuring these meetings, the governors discuss issues of common interest to  their institutions. This year, the governors’ discussions focused on the theme  of Policy Challenges and the Reform Agenda following the Crisis.\nThe discussions explored individual countries’ experiences with  crisis-induced stimulus measures, exit strategies, the role of central banks  with respect to system-wide stability, central bank independence, the future of  the international monetary system, and recent economic developments in the  global economy.\nThe 18th annual meetings will take place in Cambodia in 2011.\n        "
"The New Bank of Canada Commodity Price Index (BCPI)","\n            The Bank of Canada today announced the introduction of a new Bank of Canada  commodity price index (BCPI). 1 In order to  produce a more accurate, representative and flexible index, the methodology used  to construct the index has been changed. Instead of using a fixed-weight price  index in which the weights are updated only infrequently, the new BCPI uses a  chain Fisher price index with weights updated on an annual basis. The new Fisher  BCPI includes a broader set of commodities and is updated using recent commodity  production data.\n\nPlease note that the new Fisher BCPI replaces the previous fixed-weight  series. It is a weighted index of U.S.-dollar prices of commodities produced in  Canada and sold in world markets.\n\nSince the prices of commodities produced in Canada have important  implications for the performance of the Canadian economy, the interpretation of  developments in commodity markets is critical for the conduct of monetary  policy, and an accurate measure of overall movements in prices is essential.\n\nA key advantage of the new Fisher BCPI is the annual updating of the weights  (based on annual production values), so that the new index produces a more  accurate and more relevant measure of commodity price movements. In addition,  its consistency with the Canadian System of National Accounts (which is also  based on chain Fisher indexes) makes the construction of a volume measure for  Canadian commodity production possible.\n\nFurther Information:\n\n\tBank of Canada Discussion Paper No. 2010-6: The Fisher BCPI: The Bank of Canada’s New Commodity Price Index, Ilan Kolet (Bank of Canada) and Ryan Macdonald  (Statistics Canada). \n\tBank of Canada commodity price index. \n\n        "
"Press Releases",""
"Bank of Canada announces appointment of Tiff Macklem as Senior Deputy Governor","\n            The Board of Directors of the Bank of Canada today announced that Tiff Macklem has been appointed Senior Deputy Governor for a term of seven years beginning 1 July, 2010. His selection was made by the independent members of the Bank's Board and was approved by the federal Cabinet.\nMr. Macklem, who has had a long association with the Bank of Canada, is currently Associate Deputy Minister of the federal Department of Finance and Canada's G7 Deputy. In this capacity, he has helped develop measures to mitigate the impact of the global financial crisis and has been closely involved in developing the global response to the crisis through the G7, G20 and the Financial Stability Board.\nGovernor Mark Carney warmly welcomed Mr. Macklem's return to the Bank of Canada in this important position. \"Tiff represents the best traditions of the Bank of Canada. His extensive experience and management approach are ideally suited to the demanding and complex roles of the Senior Deputy Governor. As well as serving as a member of the Governing Council, which oversees the Bank's monetary policy and approaches to financial stability, the Senior Deputy Governor is the Bank's chief operating officer responsible for the effective and efficient operation of the Bank,\" said Governor Carney.\nMr. Macklem, who was born in Montréal, graduated from Queen's University (1983) with a BA in Economics and obtained an MA (1984) and a PhD in Economics (1989) from the University of Western Ontario. In 1984, he joined the Bank of Canada in the Department of Monetary and Financial Analysis. Mr. Macklem occupied increasingly senior positions in the Research Department (now Canadian Economic Analysis) until his appointment as Chief in January 2000. He was appointed Adviser to the Governor in August 2003. In 2003-4, he was seconded to the Department of Finance, returning to the Bank as a Deputy Governor in December 2004. He rejoined Finance as Associate Deputy Minister in 2007.\n        "
"Signs of Thaw in Corporate Attitudes Emerging, Says Governor Carney","\n            With improvements in financial conditions, economic activity, commodity prices,  and confidence, the Bank of Canada anticipates that there will be a relatively  modest recovery this year in business fixed investment in Canada, and an  acceleration of investment spending in 2011. \"The first signs of a thaw in  corporate attitudes have begun to emerge,\" Bank of Canada Governor Mark Carney  said in a speech today.\nThe actions of the corporate sector will be critical for the economic  recovery, growth in employment, and competitiveness in Canada. As policy  stimulus begins to fade, a key determinant of the pace and sustainability of  Canada's recovery will be how investment and hiring intentions of businesses in  all sectors evolve.\nThe recent global recession was the worst economic downturn since World War  II, and both its speed and virulence took business by surprise, the Governor  noted. In the future, global economic growth may not only be lower, but it could  also be more volatile. \"Canada is entering this period of adjustment with many  strengths, but the efforts required of us will be historic,\" the Governor told  the Winnipeg Chamber of Commerce.\nGovernor Carney acknowledged that businesses in Canada are understandably  waiting for confirmation of the recovery before acting. He cautioned, however,  that action will be needed. \"Companies are emerging from the recession to an  altered world – one that may require deeper restructuring and bolder strategic  initiatives than currently contemplated,\" he stated.\nCanada's corporate sector has advantages, the Governor observed. Domestic  demand is expected to be relatively strong, providing a base of support for some  sectors. Corporate balance sheets are in outstanding shape, and margins have  held up very well. In addition, Canada's overall financial conditions are now  contributing to, rather than retarding, the recovery.\nIn concluding, the Governor reaffirmed the Bank of Canada's commitment to  price stability and to keeping inflation low, stable, and predictable. \"Price  stability lowers uncertainty, minimizes the costs of inflation, reduces the cost  of capital, and creates an environment in which households and firms can invest  and plan for the future,\" he said.\n\n        "
"Bank of Canada maintains overnight rate target at 1/4 per cent and reiterates conditional commitment to hold current policy rate until the end of the second quarter of 2010 ","\n            The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/4 per cent. The Bank Rate is unchanged at 1/2 per cent and the deposit rate is 1/4 per cent.\nThe ongoing global economic recovery is being driven largely by strong domestic demand growth in many emerging-market economies and supported in advanced economies by exceptional monetary and fiscal stimulus, as well as extraordinary measures taken to support financial systems.\nThe level of economic activity in Canada has been slightly higher than the Bank had projected in its January Monetary Policy Report (MPR). The economy grew at an annual rate of 5 per cent in the fourth quarter of 2009, spurred by vigorous domestic spending and further recovery in exports. The underlying factors supporting Canada's recovery are largely unchanged - policy stimulus, increased confidence, improved financial conditions, global growth, and higher terms of trade. At the same time, the persistent strength of the Canadian dollar and the low absolute level of U.S. demand continue to act as significant drags on economic activity in Canada.\nCore inflation has been slightly firmer than projected, the result of both transitory factors and the higher level of economic activity. The outlook for inflation should continue to reflect the combined influences of stronger domestic demand, slowing wage growth, and overall excess supply.\nConditional on the current outlook for inflation, the target overnight rate can be expected to remain at its current level until the end of the second quarter of 2010 in order to achieve the inflation target.\nThe risks to the outlook for inflation continue to be those outlined in the January MPR. On the upside, the main risks are stronger-than-projected global and domestic demand. On the downside, the main risks are a more protracted global recovery and persistent strength of the Canadian dollar. The Bank judges that the main macroeconomic risks to the inflation projection are roughly balanced.\nInformation note:\nThe next scheduled date for announcing the overnight rate target is 20 April 2010.\n A full update of the Bank's outlook for the economy and inflation, including risks to the projection, will be published in the MPR on 22 April 2010.\n        "
"Bank of Canada maintains overnight rate target at 1/4 per cent and reiterates conditional commitment to hold current policy rate until the end of the second quarter of 2010","\n            The Bank of Canada today announced that it is maintaining its target for the overnight rate at 1/4 per cent. The Bank Rate is unchanged at 1/2 per cent and the deposit rate is 1/4 per cent.\nRecent indicators point to the start of a global recovery from a deep, synchronous recession. Global economic and financial developments have been somewhat more favourable than expected at the time of the July Monetary Policy Report (MPR), although significant fragilities remain.\nA recovery in economic activity is also under way in Canada. This resumption of growth is supported by monetary and fiscal stimulus, increased household wealth, improving financial conditions, higher commodity prices, and stronger business and consumer confidence. However, heightened volatility and persistent strength in the Canadian dollar are working to slow growth and subdue inflation pressures. The current strength in the dollar is expected, over time, to more than fully offset the favourable developments since July.\nGiven all of these factors, the Bank now projects that, relative to the July MPR, the composition of aggregate demand will shift further towards final domestic demand and away from net exports. Growth is expected to be slightly higher in the second half of this year than previously projected but to average slightly lower over the balance of the projection period. The Canadian economy is projected to grow by 3.0 per cent in 2010 and 3.3 per cent in 2011, after contracting by 2.4 per cent this year. This is a somewhat more modest recovery in Canada than the average of previous economic cycles.\nThe Bank now expects that the output gap will be closed in the third quarter of 2011, one quarter later than it had projected in July. Correspondingly, inflation is also expected to return to the 2 per cent target in the third quarter of 2011, one quarter later than in July's projection.\nWhile the underlying macroeconomic risks to the projection are roughly balanced, the Bank judges that, as a consequence of operating at the effective lower bound, the overall risks to its inflation projection are tilted slightly to the downside.\nConditional on the outlook for inflation, the target overnight rate can be expected to remain at its current level until the end of the second quarter of 2010 in order to achieve the inflation target. Consistent with this conditional commitment, the Bank will continue to conduct longer-term Purchase and Resale Agreements based on existing terms and conditions and according to the accompanying schedule.\nIn its conduct of monetary policy at low interest rates, the Bank retains considerable flexibility, consistent with the framework outlined in the April MPR.\nInformation note:\nA full update of the Bank's outlook for the economy and inflation, including risks to the projection, will be published in the MPR on Thursday, 22 October. The next scheduled date for announcing the overnight rate target is 8 December 2009.\n        "
"The Coming Thaw","\n            It is a pleasure to be here in Winnipeg. Today, I intend to elaborate on  elements of the Bank of Canada's economic outlook.\nAfter putting the recession in context and offering the Bank's perspective on  the shape of the recovery, my remarks will focus on Canada's corporate sector. A  focus on business is appropriate in Manitoba. This province is not only the  geographic centre of our country, but also mirrors Canada's economic diversity.  Manitoba's distinctive blend of primary, manufacturing, and service businesses  represents a true cross-section of the Canadian economy. A focus on business is  also appropriate at this stage of the economic cycle. A key determinant of the  pace and sustainability of Canada's recovery will be how investment and hiring  intentions of businesses in all sectors evolve as policy stimulus begins to  fade.\nMy message is relatively straightforward: the thaw is coming. That may sound  a little premature to someone standing at the corner of Portage and Main in  early February, but it broadly captures the state of our economy. While its pace  will likely be somewhat muted (given the depth of the recession) and while there  may be setbacks, the recovery has begun. After a brutal economic winter, spring  is within sight.\nThere is, however, a catch. The economic climate that Canadian business will  face will be considerably different. Canada is entering this period of  adjustment with many strengths, but the efforts required of us will be  historic.\nThe Global Recession\nIn the fall of 2008, the intensifying financial crisis triggered a deep,  synchronous global recession. The economic shock in the United States was spread  – and in many cases amplified – through trade, finance, and confidence channels.  We are just emerging from the worst economic downturn since World War II.\nThe speed and virulence of the slowdown took business by surprise. Over the  turn of last year, there was the equivalent of a corporate heart attack:  inventories surged, production was slashed, capital spending budgets eliminated,  and employment cut. The cascade of collapsing demand through global supply  chains shook widely held perceptions. Given the shock of the downturn, many  firms understandably have been waiting for confirmation of the recovery before  acting.\nThe Canadian Recession in Context\nCanada experienced a short, sharp recession. In its depths last year, with  the exception of government spending, all major components of aggregate demand  declined. At its worst, industrial production fell 15 per cent. Canadian  exporters suffered particularly, owing to the sharp fall in the components of  U.S. economic activity that matter most for Canada. For example, U.S. demand for  motor vehicles fell by more than half and housing starts by two-thirds. 1 In response to this new profile of U.S. demand, major  Canadian industries (particularly the automotive and forestry sectors) began  deep restructurings, which continue to this day.\nThe recession has had a considerable impact on employment. At its depth,  400,000 Canadians lost their jobs and the unemployment rate spiked by almost 3  percentage points to its highest level in more than a decade. Although the  deterioration of the labour market appears to have stopped, too many Canadians  who want to work are still out of a job, and many of those still employed are  working fewer hours than they would like.\nAs painful as our recession was, Canada has suffered less than most other  advanced economies. Domestic demand, fixed capital investment, and employment in  Canada all held up substantially better than in the United States. Real GDP fell  cumulatively by 3.3 per cent in Canada. That compares with declines of just less  than 4 per cent for the United States, about 5 per cent for the Euro area, 6 per  cent for the United Kingdom, and more than 8 per cent for Japan.\nCanada's better performance can be explained by two factors. First, with a  highly credible monetary policy and the strongest fiscal position in the G-7,  Canadian policy-makers were able to respond " <> ...
"G-20 Reforms Will Support Long-Term Economic Prosperity, says Bank of Canada Governor Mark Carney","\n            In the wake of a financial crisis that has cost tens of millions of jobs and trillions of dollars in foregone output, Bank of Canada Governor Mark Carney called on financial institutions to participate fully in the regulatory reforms of the G-20.\n\"The fundamental objective of the G-20 reforms is to create a resilient, global financial system that efficiently supports worldwide economic growth,\" Governor Carney said in a speech today to the Autorité des marchés financiers. He noted that the implementation of the global reform agenda is just beginning, adding: \"It would be a mistake to underestimate the determination of G-20 leaders to reshape the financial services industry.\"\nThere are two main approaches to financial system reform, Governor Carney said. First, there is a focus on protecting the banks from the economic cycle or, in other words, making each bank more resilient. Second, there is need to protect the cycle from the banks; that is, making the system as a whole more resilient. \"Both are necessary,\" Governor Carney stated.\n\"Our destination should be one where financial institutions and markets play critical – and complementary – roles to support long-term economic prosperity,\" Governor Carney said. \"The system must be robust to shocks, dampening rather than amplifying their impact on the real economy.\"\nIn conclusion, the Governor called for the global financial system to transition from \"its self-appointed role as the apex of economic activity to once again be the servant of the real economy.\" He added that full realization of this objective will require a change in attitude on the part of the global industry. \"Financiers should ask themselves every day how their activities affect systemic risk? and what are they doing to promote economic growth?\" Governor Carney said, urging the sector to demonstrate an awareness of its broader responsibilities.\n\n        "
"Press Releases",""
"Bank of Canada releases Monetary Policy Report","\n            The Bank of Canada today released its April Monetary Policy Report, which discusses current economic and financial trends in the context of Canada's inflation-control strategy.\n\nIn the Report, the Bank noted that in an environment of continued high uncertainty, the global recession has intensified and become more synchronous since the Bank's January Monetary Policy Report Update, with weaker-than-expected activity in all major economies. Deteriorating credit conditions have spread quickly through trade, financial, and confidence channels. While more aggressive monetary and fiscal policy actions are under way across the G20, measures to stabilize the global financial system have taken longer than expected to enact. As a result, the recession in Canada will be deeper than anticipated, with the economy projected to contract by 3.0 per cent in 2009. The Bank now expects the recovery to be delayed until the fourth quarter and to be more gradual. The economy is projected to grow by 2.5 per cent in 2010 and 4.7 per cent in 2011, and to reach its production capacity in the third quarter of 2011. Given significant restructuring in a number of sectors, potential growth has been revised down. The recovery will be importantly supported by the Bank's accommodative monetary stance.\n\nThe Report notes that core inflation is expected to diminish through 2009, gradually returning to the 2 per cent target in the third quarter of 2011 as aggregate supply and demand return to balance. Total CPI inflation is expected to trough at -0.8 per cent in the third quarter of 2009 and return to target in the third quarter of 2011.\n\nWhile the underlying macroeconomic risks to the projection are roughly balanced, the Bank judges that, as a consequence of conducting monetary policy at the effective lower bound, the overall risks to its inflation projection are tilted slightly to the downside.\n\nWith monetary policy now operating at the effective lower bound for the overnight policy rate, it is appropriate to provide more explicit guidance than is usual regarding its future path so as to influence rates at longer maturities. Conditional on the outlook for inflation, the target overnight rate can be expected to remain at its current level until the end of the second quarter of 2010 in order to achieve the inflation target. The Bank will continue to provide such guidance in its scheduled interest rate announcements as long as the overnight rate is at the effective lower bound.\n\nTo reinforce its conditional commitment to maintain the overnight rate at 1/4 per cent, the Bank has announced that it will roll over a portion of its existing stock of 1- and 3-month term purchase and resale agreements (PRAs) into 6- and 12-month terms at minimum and maximum bid rates that correspond to the target rate and the Bank Rate, respectively.\n\nAgainst this background, the Bank lowered its policy rate by 25 basis points on Tuesday, 21 April, bringing the cumulative monetary policy easing to 425 basis points since December 2007. It is the Bank's judgment that this cumulative easing, together with the conditional commitment, is the appropriate policy stance to move the economy back to full production capacity and to achieve the 2 per cent inflation target. The Bank retains considerable flexibility in the conduct of monetary policy at low interest rates.\n\nThis is consistent with the framework outlined in today's Monetary Policy Report for conducting monetary policy when the overnight interest rate is at the effective lower bound. The framework sets out the instruments that the Bank would consider using, if required, to achieve its inflation objective. These instruments are: conditional statements about the future path of policy rates; quantitative easing; and credit easing. It also describes principles guiding the possible use of these instruments.\n        "
"Bank of Canada lowers overnight rate target by 1/4 percentage point to 1/4 per cent and, conditional on the inflation outlook, commits to hold current policy rate until the end of the second quarter of 2010","\n            The Bank of Canada today announced that it is lowering its target for the overnight rate by one-quarter of a percentage point to 1/4 per cent, which the Bank judges to be the effective lower bound for that rate. The Bank Rate is correspondingly lowered to 1/2 per cent. The deposit rate - the rate paid on deposits held by financial institutions at the Bank of Canada - is left unchanged at 1/4 per cent and provides the floor for the overnight rate. Details of the Bank's operating framework at the effective lower bound can be found here.\nIn an environment of continued high uncertainty, the global recession has intensified and become more synchronous since the Bank's January Monetary Policy Report Update, with weaker-than-expected activity in all major economies. Deteriorating credit conditions have spread quickly through trade, financial, and confidence channels. While more aggressive monetary and fiscal policy actions are underway across the G20, measures to stabilize the global financial system have taken longer than expected to enact. As a result, the recession in Canada will be deeper than anticipated, with the economy projected to contract by 3.0 per cent in 2009. The Bank now expects the recovery to be delayed until the fourth quarter and to be more gradual. The economy is projected to grow by 2.5 per cent in 2010 and 4.7 per cent in 2011, and to reach its production capacity in the third quarter of 2011. Given significant restructuring in a number of sectors, potential growth has been revised down. The recovery will be importantly supported by the Bank's accommodative monetary stance.\nThe Bank expects core inflation to diminish through 2009, gradually returning to the 2 per cent target in the third quarter of 2011 as aggregate supply and demand return to balance. Total CPI inflation is expected to trough at -0.8 per cent in the third quarter of 2009 and return to target in the third quarter of 2011. While the underlying macroeconomic risks to the projection are roughly balanced, the Bank judges that, as a consequence of operating at the effective lower bound, the overall risks to its inflation projection are tilted slightly to the downside.\nWith monetary policy now operating at the effective lower bound for the overnight policy rate, it is appropriate to provide more explicit guidance than is usual regarding its future path so as to influence rates at longer maturities. Conditional on the outlook for inflation, the target overnight rate can be expected to remain at its current level until the end of the second quarter of 2010 in order to achieve the inflation target. The Bank will continue to provide such guidance in its scheduled interest rate announcements as long as the overnight rate is at the effective lower bound.\nTo reinforce its conditional commitment to maintain the overnight rate at 1/4 per cent, the Bank will roll over a portion of its existing stock of one- and three-month term Purchase and Resale Agreements (PRAs) into six- and twelve-month terms at minimum and maximum bid rates that correspond to the target rate and the Bank Rate, respectively. These longer-term PRAs will be issued according to the schedule released today.\nToday's decision to lower the policy rate by 25 basis points brings the cumulative monetary policy easing to 425 basis points since December 2007. It is the Bank's judgment that this cumulative easing, together with the conditional commitment, is the appropriate policy stance to move the economy back to full production capacity and to achieve the 2 per cent inflation target. The Bank retains considerable flexibility in the conduct of monetary policy at low interest rates, consistent with the framework to be outlined in the Bank's Monetary Policy Report on 23 April.\nInformation note:\nThe next scheduled date for announcing the overnight rate target is 4 June 2009.\n\n        "
"Press Releases",""
"",""
"Bank of Canada lowers overnight rate target by 1/2 percentage point to 1 per cent","\n            The Bank of Canada today announced that it is lowering its target for the overnight rate by one-half of a percentage point to 1 per cent. The operating band for the overnight rate is correspondingly lowered, and the Bank Rate is now 1 1/4 per cent.\nThe outlook for the global economy has deteriorated since the Bank's December interest rate announcement, with the intensifying financial crisis spilling over into real economic activity. Heightened uncertainty is undermining business and household confidence worldwide and further eroding domestic demand. Major advanced economies, including Canada's, are now in recession and emerging-market economies are increasingly affected. Energy prices have fallen as a result of substantially weaker global demand.\nStabilization of the global financial system is a precondition for economic recovery. To that end, governments and central banks are taking bold and concerted policy actions. There are signs that these extraordinary measures are starting to gain traction, although it will take some time for financial conditions to normalize. In addition, considerable monetary and fiscal policy stimulus is being provided worldwide.\nCanadian exports are down sharply, and domestic demand is shrinking as a result of declines in real income, household wealth, and consumer and business confidence. Canada's economy is projected to contract through mid-2009, with real GDP dropping by 1.2 per cent this year on an annual average basis. As policy actions begin to take hold in Canada and globally, and with support from the past depreciation of the Canadian dollar, real GDP is expected to rebound, growing by 3.8 per cent in 2010.\nA wider output gap through 2009 and modest decreases in housing prices should cause core CPI inflation to ease, bottoming at 1.1 per cent in the fourth quarter. Total CPI inflation is expected to dip below zero for two quarters in 2009, reflecting year-on-year drops in energy prices. With inflation expectations well-anchored, total and core inflation should return to the 2 per cent target in the first half of 2011 as the economy returns to potential.\nAgainst this background, the Bank today lowered its policy rate by 50 basis points, bringing the cumulative monetary policy easing to 350 basis points since December 2007. Guided by Canada's inflation-targeting framework, the Bank will continue to monitor carefully economic and financial developments in judging to what extent further monetary stimulus will be required to achieve the 2 per cent target over the medium term. Low, stable, and predictable inflation is the best contribution monetary policy can make to long-term economic growth and financial stability.\nInformation note:\nA full update of the Bank's outlook for the economy and inflation, including risks to the projection, will be published in the Monetary Policy Report Update on 22 January 2009. The next scheduled date for announcing the overnight rate target is 3 March 2009.\n        "
"Bank of Canada releases Monetary Policy Report Update","\n            The Bank of Canada today released its January Monetary Policy Report Update, which discusses current economic and financial trends in the context of Canada's inflation-control strategy.\n\nIn the Update, the Bank noted that the outlook for the global economy has deteriorated since the October Monetary Policy Report, with the intensifying financial crisis spilling over into real economic activity. Heightened uncertainty is undermining business and household confidence worldwide and further eroding domestic demand. Major advanced economies, including Canada's, are now in recession, and emerging-market economies are increasingly affected. Commodity prices – especially energy prices – have fallen as a result of substantially weaker global demand.\n\nStabilization of the global financial system is a precondition for economic recovery. To that end, governments and central banks are taking bold and concerted policy actions. There are signs that these extraordinary measures are starting to gain traction, although it will take some time for financial conditions to normalize. In addition, considerable monetary and fiscal policy stimulus is being provided worldwide.\n\nThe Update notes that Canadian exports are down sharply, and domestic demand is shrinking as a result of declines in real income, household wealth, and confidence. Canada's economy is projected to contract through mid-2009, with real GDP dropping by 1.2 per cent this year on an annual average basis. As policy actions begin to take hold in Canada and globally, and with support from the past depreciation of the Canadian dollar, real GDP is expected to rebound, growing by 3.8 per cent in 2010.\n\nA wider output gap through 2009 and modest decreases in housing prices should cause core CPI inflation to ease, bottoming at 1.1 per cent in the fourth quarter. Total CPI inflation is expected to dip below zero for two quarters in 2009, reflecting year-on-year drops in energy prices. With inflation expectations well-anchored, total and core inflation should return to the 2 per cent target in the first half of 2011 as the economy returns to potential.\n\nGlobal developments pose significant upside and downside risks to the inflation projection. On the upside, the global economy could be stronger, if global fiscal stimulus turns out to be more expansionary than expected, or if aggressive policy actions taken across major economies restore confidence more quickly than projected. On the downside, the global recession could be deeper and more protracted because financial conditions take longer to normalize. The Bank judges that the risks are roughly balanced.\n\nAgainst this background, the Bank lowered its policy rate by 50 basis points on Tuesday to 1 per cent, bringing the cumulative monetary policy easing to 350 basis points since December 2007. Guided by Canada's inflation-targeting framework, the Bank will continue to monitor carefully economic and financial developments in judging to what extent further monetary stimulus will be required to achieve the 2 per cent target over the medium term. Low, stable, and predictable inflation is the best contribution monetary policy can make to long-term economic growth and financial stability.\n        "
"Press Releases",""
